   name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update,sa,dt,mm,mmw,dm,bum,bmw,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otpa,otp,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,pvt,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi,mi,atr,fsa,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,odtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,bmo,mo,du,duo,acc,acm,acu,add,ass,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,mpd,opc,sae,shb,shc,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,cm,fpsy,hs,nrt,peer,stu,tcc,bsdm,nu,mu,bwn,bwon,ub,un,beri,pvtp,pvtn,vo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40 
Gaudenzia Inc/Integrity House,,1141 East Market Street,,York,PA,17403,,York,717-447-8650,,,,http://,39.9715851,-76.7049723,SA,2017-10-03 11:49:20.278,1,,,,,,,,,,,,,1,,,,1,,,,1,,1,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,1,1,,,1,1,,1,,,,,1,,,,,,,,,1,1,,,,1,,,,,,,,,1,,,1,,1,1,,1,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
New Insights II Inc,York,517 Carlisle Avenue,,York,PA,17404,,York,717-845-2079,,,,http://www.newinsights2.com,39.9601135,-76.7543361,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,,1,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Counseling Services,York,128 North George Street,,York,PA,17401,,York,717-848-6116,,855-272-1653,,http://www.pacounseling.com,39.964394,-76.729402,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,1,,1,,,1,,,,1,1,1,1,,,,,,,,1,,1,1,1,1,,,,1,1,,,,,,1,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Reading Hospital,Center for Mental Health,420 South Fifth Avenue,Building K,Reading,PA,19611,,Berks,484-628-8070,,,,http://reading.towerhealth.org/,40.3296481,-75.9483624,SA,2018-05-22 12:14:47.933,1,,,,,,,,,1,,,,,,,,1,,,,1,,1,1,,1,,,,,1,,,,,1,,,1,,,,1,,,,,,,,,1,1,1,,1,,,,,,1,1,1,,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,1,1,,,1,,,1,1,1,1,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,1,,1,,,,1,1,,,,,1,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
TW Ponessa and,Associates Counseling Services Inc,160 Roosevelt Avenue ,,York,PA,17401,3379,York,717-845-2425,,800-437-5405,,http://www.twponessa.com,39.9616405,-76.7396644,SA,2018-05-09 12:25:15.676,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,1,,,1,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,1,,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,,,1,,,,,,,1,1,,1,,1,,,,,,1,,1,1,,1,,,,1,1,1,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyramid Healthcare Inc,Outpatient,18 South George Street,Suite 402 ,York,PA,17402,,York,717-840-2300,,888-694-9996,,http://www.pyramidhealthcarepa.com/,39.9630137,-76.7281571,SA,2018-05-22 12:13:51.665,1,,,,,1,,,,1,,,,,,,,,,,,1,1,1,1,1,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,1,1,1,,,,,,1,1,1,,,1,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colonial House Inc,Outpatient,1 East Market Street,Suite 202,York,PA,17401,1611,York,717-843-8444,,,,http://www.colonialhouseinc.org,39.962931,-76.727488,SA,2017-02-01 17:30:00,1,,,,,,,,1,,,1,,,,,,,,,,1,,1,1,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,,,,,,1,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,1,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,1,,1,,,,,1,,,1,1,1,,,,,,,,1,,,,,1,,,1,,1,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yorktowne Psychological and,Addiction Services,220 East King Street,,York,PA,17403,,York,717-843-4357,,,,http://www.julieswope.com/practice/,39.9624669468825,-76.7224426070535,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,,1,,,,,,,,,,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,,,1,,1,,,,,,,1,1,1,1,,1,,,,,,,,1,,,1,,,,1,1,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Gate House for Women,,465 West Main Street,,Mountville,PA,17554,,Lancaster,717-285-2300,,,,http://www.gatehouse.org,40.038265,-76.443066,SA,2017-02-01 17:30:00,1,,,,,,,,,,1,1,,1,,,,1,,,,1,,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,,,,1,,,1,1,1,,,,,,1,,,,,,,,,1,1,,1,,1,,,,,,1,,,1,,,1,,,1,,1,,,1,,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Berks Counseling Center Inc,,645 Penn Street,2nd Floor,Reading,PA,19601,,Berks,610-373-4281 x283,,610-373-4281,,http://www.berkscc.org,40.3355273,-75.9244485,SA,2017-03-13 13:37:03,1,1,,,,1,1,1,,1,1,1,,1,,,,,,,,1,,1,1,1,,1,,,,1,,,,1,1,,1,1,,,1,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,1,1,,1,1,,1,1,,,1,,1,1,,1,,1,1,1,1,,1,,,1,,,,,,1,,,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,,,,,1,,,,,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Counseling Services,Reading Psychiatric,125 South 5th Street,,Reading,PA,19602,,Berks,610-685-2188,,855-272-1653,,http://www.pacounseling.com,40.332799,-75.9274,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,1,,1,,,1,,,,1,1,1,1,,,,,,,,,,1,1,1,1,,,1,1,1,1,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Alcohol and Drug Abuse Services Inc,Maple Manor,139 Minard Run Road,,Bradford,PA,16701,,McKean,814-642-9522,,,844-621-4080,http://www.adasonline.org,41.9131875,-78.6417798,SA,2018-05-03 12:08:05.552,1,,,,,1,,,,1,,,,,,,,,,,,1,,1,,1,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,,1,,1,1,1,,,1,,,1,1,1,1,,,,,1,1,,,,,,1,1,1,1,1,1,,1,,,,1,,,1,,1,,,1,1,1,1,,1,,,1,,1,,1,1,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Alcohol and Drug Abuse Services Inc,Kane Unit,9 Field Street,,Kane,PA,16735,,McKean,814-837-7691,,,,http://www.adasonline.org,41.6610186,-78.8098181,SA,2018-03-09 12:54:52.083,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,,,,1,,1,1,1,1,1,,,,,1,,,1,,,,,1,1,1,,,,,1,1,,1,,,,1,1,,,,1,1,,,1,,1,1,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Colonial House Inc,Residential Program,1300 Woodberry Road,,York,PA,17408,,York,717-792-9702 x1300,Intakes,717-792-9702,800-767-9702,http://www.colonialhouseinc.org,39.9344966,-76.8025779,SA,2018-03-09 14:13:10.692,1,,,,,,,,1,,1,1,,,,,,,,,,1,,1,1,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,,,,1,,1,,,,,1,1,1,,,1,1,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,,1,,,,,1,,,,,1,,,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Wrightsville Services LLC,DBA Ranch Pennsylvania,1166 Hilts Road,,Wrightsville,PA,17368,,York,717-478-1616,,562-362-3096,,http://www.recoveryranch.com/,40.0004233,-76.5202829,SA,2018-02-01 14:27:07.281,1,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,,1,,,,,,,1,,,1,,,,,,,,,1,1,,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,1,,,,1,,1,1,1,1,1,1,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Roxbury Treatment Center,,25 Penncraft Avenue,Suite 312,Chambersburg,PA,17201,,Franklin,717-264-2400,,,,http://www.roxburyhospital.com,39.9368653,-77.6553226,SA,2017-07-24 16:22:49.653,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,1,,,,1,1,,,,1,1,,,,,1,1,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Counseling Services,,75 South Main Street,,Chambersburg,PA,17201,,Franklin,717-261-1426,,855-272-1653,,http://www.pacounseling.com,39.936349,-77.661545,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,1,,1,,,1,,,,1,1,1,1,,,,,,,,,,1,1,1,1,,,,1,1,1,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
ARS OF Pennsylvania LP,,2192 Embassy Drive,,Lancaster,PA,17603,,Lancaster,717-394-7160,,,,http://www.arshealth.com,40.0450402,-76.3616483,SA,2018-05-22 12:08:08.555,1,1,1,1,1,1,1,1,,1,,1,1,,,,,,,,1,1,,1,,,1,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,,,1,,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,1,1,,1,1,1,1,1,1,,1,,,,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,1,,,,,,1,,1,,,1,1,1,,,1,1,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Rehab Management Inc,Rehab After Work,1725 Oregon Pike,Suite 205-B,Lancaster,PA,17601,,Lancaster,800-238-4357 x1482,,800-238-4357 x0,,http://rehabafterwork.pyramidhealthcarepa.com/,40.0717291,-76.2990972,SA,2018-03-09 12:54:41.103,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,,,,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,1,,1,,,1,,1,,,1,1,1,,,1,,1,,,,,1,,1,1,,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcohol and Drug Abuse Services Inc,Bradford Unit,2 Main Street,"Seneca Building, Suite 600",Bradford,PA,16701,,McKean,814-362-6517,,,,http://www.adasonline.org,41.9554727,-78.6511465,SA,2018-03-09 14:13:08.992,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,,,,1,,1,1,1,1,1,,,,,1,,,1,,,,,1,1,1,,,,,,,,1,,,,1,1,,,,1,1,1,,1,,1,1,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Just Believe Recovery Center,,100 Lincoln Avenue,,Carbondale,PA,18407,,Lackawanna,570-284-5100,,,,http://www.justbelieverecoverypa.com/,41.572348,-75.496756,SA,2018-02-01 14:27:06.321,1,1,,,,,,,1,1,1,1,,,,,,,,,,1,1,1,1,1,,1,,1,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,,,1,,,,1,,,,,,1,,1,,1,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Behavioral Health Services,Bradford Regional Medical Center,116 Interstate Parkway,,Bradford,PA,16701,,McKean,800-446-2583,,,,http://www.brmc.com/programs-services/behavioral-health-services-bradford-pa.php,41.9607788074477,-78.6600101802352,SA,2017-02-01 17:30:00,1,1,,,,1,1,,1,1,1,1,,,,,,,,,,1,,1,1,1,1,,,1,,1,,,,,1,1,1,,1,1,,1,,,,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,1,1,1,1,,,1,,,1,,,1,1,1,1,,,,,1,1,,,,1,,,,1,1,1,,,,,,1,1,,1,1,1,1,1,1,,1,1,1,1,,,1,1,,,1,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gate House Behavioral Health Services,,817 North Cherry Street,,Lancaster,PA,17602,,Lancaster,717-393-3215,,,,http://www.gatehouse.org,40.0508004,-76.3045465,SA,2017-10-04 12:29:23.157,1,,,,,,,,,,,1,,,,,,1,,,,1,,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,1,,1,,,1,1,1,1,,,,,1,,,,,,,,1,1,1,,,,,,,,1,,,,,1,,,,,1,1,,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nuestra Clinica Rehabilitacion,,50 East New Street,,Lancaster,PA,17602,,Lancaster,717-431-1435 x1446,,717-431-1435,,http://www.sacapa.org,40.048906,-76.306059,SA,2017-02-01 17:30:00,1,,,,,1,,,1,1,1,1,,,,,,,,,,1,,1,1,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,1,,,1,1,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,,1,,,,,1,1,,,,,,,1,1,1,,,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
White Deer Run,Lancaster,53 North West End Avenue,,Lancaster,PA,17603,,Lancaster,717-869-0408,,,717-369-0650,http://www.whitedeerrun.com,40.0397218,-76.3227971,SA,2018-04-06 10:27:24.337,1,1,,,,,,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,1,,,1,1,1,,1,1,1,1,1,1,,1,,,1,1,,1,,,,,1,1,,,,1,,,,1,1,1,,,,1,1,,,,,1,,1,,1,1,,,1,1,1,1,1,1,,1,,1,,,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
TW Ponessa and ,Associates Counseling Services Inc,410 North Prince Street,,Lancaster,PA,17603,,Lancaster,717-560-7917,,800-437-5405,,http://www.twponessa.com,40.0443817,-76.3092736,SA,2017-02-01 17:30:00,1,,,,,1,,,1,1,1,1,,,,,,1,,,,1,,1,1,1,1,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,1,1,1,,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,1,,,,,1,1,1,1,1,,,,,1,,,,,,,1,1,1,1,,,,,,,,1,,1,1,,1,,,,1,1,,,,,,1,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Counseling Services,Lancaster City,40 Pearl Street,,Lancaster,PA,17603,,Lancaster,717-397-8081,,855-272-1653,,http://www.pacounseling.com,40.03721,-76.322488,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,1,,,,1,,,,,,,1,1,,,1,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,1,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,1,,1,,,1,,,,1,1,1,1,,1,,,,,,,,1,1,1,1,,,,1,1,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Lancaster Freedom Center,,436 North Lime Street,,Lancaster,PA,17602,,Lancaster,717-397-9118,,,,http://www.lancasterfreedomcenter.com,40.0456804,-76.3030347,SA,2018-02-01 14:27:11.006,1,,,,,1,,,,1,,,,,,,,,,,,1,1,1,1,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,,,,1,1,1,,,,,1,1,,1,,1,,,1,,,1,1,1,1,,,,,1,,,,1,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
HSA Counseling Inc,DBA Gearty and Associates Counseling,321 North Market,,Lancaster,PA,17603,,Lancaster,717-394-5334 x115,,717-394-5334,,http://geartyandskilescounseling.com/,40.0432465,-76.3077118,SA,2018-07-03 14:35:06.909,1,,,,,1,1,,1,1,1,1,,,,,,,,,,1,,1,1,,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,1,,,,,,,,,1,,,,,,,1,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,,,1,,1,,,,,,,,1,1,1,,1,1,,1,1,,1,,1,,1,1,,,1,,1,1,,1,,,1,,1,,1,,,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Lancaster Clinical Counseling Assoc,,129 East Orange Street,2nd Floor,Lancaster,PA,17602,,Lancaster,717-299-0131,,,,http://,40.040143,-76.3027234,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,,,1,,,1,1,1,1,,,,,1,,,,,,,,1,,1,,1,,,1,1,,,,,,,1,,,1,1,1,1,,,1,,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Naaman Center,,39 West Vine Street,,Lancaster,PA,17603,,Lancaster,717-394-5495,,,,http://www.naamancenter.com,40.036374,-76.306897,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,,,,,1,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Inc,Vantage Women and Children,208 East King Street,,Lancaster,PA,17602,,Lancaster,717-291-1020,,717-291-1020 x7416,,http://www.gaudenzia.org,40.038063,-76.300822,SA,2017-02-01 17:30:00,1,,,,,,,,1,,1,1,,,,,,,,,,1,,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,,,,,,1,1,1,1,1,1,,1,1,,,1,1,,1,1,1,,,,,,1,,,,,,1,,1,1,1,,1,,1,1,1,1,,,1,1,,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Inc,Elsie Shenk Outpatient Center,211 East Mifflin Street,,Lancaster,PA,17602,,Lancaster,717-286-9088,,,,http://www.gaudenzia.org,40.0377179,-76.300726,SA,2018-06-05 12:03:35.304,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,1,1,,,1,,,1,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,,,,,,1,,,,,1,1,,1,1,1,,,,,,,,1,,,,,1,,1,,1,1,1,,,,1,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Spanish American Civic Association,La Casa,134 Locust Street,,Lancaster,PA,17602,,Lancaster,717-647-7684,,,,http://,40.0364216,-76.2993858,SA,2018-07-03 14:22:32.497,1,,,,,,,,,,,,,1,,,,1,,,,1,1,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,,,1,,,,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,,,,,,,,,,,,,1,,,,,1,1,,,,,1,,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nuestra Clinica Drug and Alcohol,,545 Pershing Avenue,,Lancaster,PA,17602,,Lancaster,717-293-4150,,,717-399-6462,http://www.sacapa.org,40.0354782540153,-76.2961841613314,SA,2017-02-01 17:30:00,1,,,,,1,,,1,1,1,,,,,1,,1,,,,,,1,,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,,1,,,1,1,1,,1,,,,,,,,,,,,1,1,,,,,1,1,,,,,,1,,1,1,1,,1,1,,1,,,,1,,1,1,1,1,1,,,1,,1,,,1,,,,,1,1,1,,,,1,,,,1,,1,1,1,1,,,1,1,1,1,,1,,,1,,1,,,1,1,,1,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cen Clear Child Services Inc,,117 Elk Run Avenue,,Punxsutawney,PA,15767,,Jefferson,814-938-6340,,,,http://www.cenclear.org,40.950408,-78.9642075,SA,2017-03-17 11:24:40,1,,,,,1,,,,1,,1,,,,,,,,,,1,1,1,1,1,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,,,1,,,1,1,,,,,,1,,,,,,,,,1,1,,1,1,1,,,,,,,,1,,1,1,1,1,1,,1,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,,,1,1,1,1,,1,,,,,1,1,,1,1,1,1,,1,,1,1,1,,,,1,,,1,,1,1,1,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Clarity Way Inc,,544 Iron Ridge Road,,Hanover,PA,17331,,York,717-225-3906,,877-251-6604,,http://www.clarityway.com,39.8546468,-76.9178442,SA,2018-02-01 14:27:10.186,1,1,,,,1,,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,1,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
